Date Rptd,DR NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1,CrimeType
02/28/2014,140906952,02/28/2014,1530,9,Van Nuys,939,354,THEFT OF IDENTITY,IC,Invest Cont, 6200         LONGRIDGE                    AV,,"(34.1831, -118.4214)",Traffic Dr
02/28/2014,140906953,02/28/2014,1330,9,Van Nuys,923,354,THEFT OF IDENTITY,IC,Invest Cont, 6600         LEMONA                       AV,,"(34.1903, -118.4596)",Criminal Threats
02/28/2014,140906956,02/28/2014,800,9,Van Nuys,964,647,THROWING OBJECT AT MOVING VEHICLE,AO,Adult Other,              HAZELTINE,   MAGNOLIA,"(34.1649, -118.44)",Burglary
03/01/2014,140906964,02/28/2014,1730,9,Van Nuys,943,997,TRAFFIC DR #,AA,Adult Arrest,              OXNARD,   HAZELTINE,"(34.1794, -118.44)",Robbery
02/28/2014,140906965,02/28/2014,1310,9,Van Nuys,935,900,VIOLATION OF COURT ORDER,AO,Adult Other, 6300         VAN NUYS                     BL,,"(34.1847, -118.4487)",Traffic Dr
03/01/2014,140906966,02/28/2014,1945,9,Van Nuys,941,997,TRAFFIC DR #,IC,Invest Cont,              OXNARD,   SEPULVEDA,"(34.1794, -118.4662)",Battery
03/01/2014,140906996,02/28/2014,830,9,Van Nuys,985,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,14000         MOORPARK                     ST,,"(34.1504, -118.4378)",Abusement
03/02/2014,140907012,02/28/2014,1430,9,Van Nuys,901,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,15300         SHERMAN                      WY,,"(34.2012, -118.4662)",Traffic Dr
03/02/2014,140907014,02/28/2014,1200,9,Van Nuys,923,354,THEFT OF IDENTITY,IC,Invest Cont,15100         ARCHWOOD                     ST,,"(34.193, -118.4618)",Battery
02/28/2014,140907027,02/28/2014,830,9,Van Nuys,935,997,TRAFFIC DR #,IC,Invest Cont,              TYRONE,   SYLVAN,"(34.1847, -118.4444)",Burglary
03/05/2014,140907155,02/28/2014,1000,9,Van Nuys,932,997,TRAFFIC DR #,IC,Invest Cont,              VICTORY                      BL,   HALBRENT                     AV,"(34.1867, -118.4657)",Burglary
04/15/2014,140909037,02/28/2014,2340,9,Van Nuys,985,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other,              GREENLEAF,   BEVERLY GLEN,"(34.1482, -118.4493)",Criminal Threats
04/29/2014,140909766,02/28/2014,1200,9,Van Nuys,935,956,"LETTERS, LEWD",IC,Invest Cont,14300         VICTORY                      BL,,"(34.1867, -118.4444)",Robbery
02/28/2014,141006370,02/28/2014,230,10,West Valley,1028,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              HART                         ST,   MCLENNAN                     AV,"(34.1976, -118.5006)",Traffic Dr
02/28/2014,141006383,02/28/2014,830,10,West Valley,1027,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",AO,Adult Other,              VANOWEN                      ST,   BALBOA                       BL,"(34.1939, -118.518)",Vandalism
02/28/2014,141006388,02/28/2014,835,10,West Valley,1063,997,TRAFFIC DR #,IC,Invest Cont,              RESEDA                       BL,   101 OFF RAMP,"(34.1673, -118.5368)",Traffic Dr
02/28/2014,141006389,02/28/2014,910,10,West Valley,1065,997,TRAFFIC DR #,IC,Invest Cont,              VENTURA                      BL,   LINDLEY                      AV,"(34.165, -118.5258)",Criminal Threats
02/28/2014,141006390,02/28/2014,650,10,West Valley,1049,997,TRAFFIC DR #,IC,Invest Cont,              VICTORY                      BL,   BALBOA                       BL,"(34.1866, -118.5002)",Vandalism
02/28/2014,141006391,02/28/2014,1000,10,West Valley,1089,997,TRAFFIC DR #,AO,Adult Other,              WOODLEY                      AV,   VENTURA                      BL,"(34.1543, -118.4836)",Abusement
02/28/2014,141006393,02/28/2014,630,10,West Valley,1004,997,TRAFFIC DR #,IC,Invest Cont,              ETIWANDA                     AV,   ROSCOE                       BL,"(34.2089, -118.5317)",Vehicle Stolen
02/28/2014,141006396,02/28/2014,805,10,West Valley,1033,997,TRAFFIC DR #,AA,Adult Arrest,              VICTORY                      BL,   WILBUR                       AV,"(34.1866, -118.553)",Traffic Dr
02/28/2014,141006397,02/28/2014,1300,10,West Valley,1061,997,TRAFFIC DR #,IC,Invest Cont,              VENTURA                      BL,   OAKDALE,"(34.1724, -118.5649)",Battery
02/28/2014,141006407,02/28/2014,1700,10,West Valley,1018,997,TRAFFIC DR #,IC,Invest Cont,              WOODLEY,   VALERIO,"(34.2048, -118.4837)",Criminal Threats
02/28/2014,141006411,02/28/2014,1500,10,West Valley,1028,997,TRAFFIC DR #,IC,Invest Cont,              MULHOLLAND                   DR,   BEVERLY GLEN,"(34.1595, -118.6376)",Battery
03/01/2014,141006417,02/28/2014,1940,10,West Valley,1047,997,TRAFFIC DR #,IC,Invest Cont,              BURBANK                      BL,   WHITE OAK                    AV,"(34.1723, -118.5174)",Robbery
03/01/2014,141006421,02/28/2014,730,10,West Valley,1029,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,15700         HART                         ST,,"(34.1976, -118.4749)",Vehicle Stolen
03/01/2014,141006422,02/28/2014,1430,10,West Valley,1045,310,BURGLARY,IC,Invest Cont,17700         HATTERAS                     ST,,"(34.1767, -118.5188)",Abusement
03/01/2014,141006423,02/28/2014,1900,10,West Valley,1018,510,VEHICLE - STOLEN,IC,Invest Cont,              COVELLO                      ST,   WOODLEY                      AV,"(34.2076, -118.4848)",Robbery
03/01/2014,141006427,02/28/2014,915,10,West Valley,1023,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,19100         LEMAY                        ST,,"(34.1914, -118.5491)",Battery
03/01/2014,141006428,02/28/2014,2000,10,West Valley,1018,510,VEHICLE - STOLEN,IC,Invest Cont, 7400         DEMPSEY                      AV,,"(34.2049, -118.4761)",Vehicle Stolen
03/02/2014,141006449,02/28/2014,2210,10,West Valley,1027,997,TRAFFIC DR #,IC,Invest Cont,              WHITE OAK,   VANOWEN,"(34.1939, -118.5186)",Burglary
03/03/2014,141006474,02/28/2014,1500,10,West Valley,1067,354,THEFT OF IDENTITY,IC,Invest Cont,17400         CUMPSTON                     ST,,"(34.169, -118.512)",Vehicle Stolen
03/03/2014,141006485,02/28/2014,430,10,West Valley,1009,310,BURGLARY,IC,Invest Cont,15600         ROSCOE                       BL,,"(34.221, -118.4932)",Criminal Threats
03/03/2014,141006497,02/28/2014,900,10,West Valley,1061,310,BURGLARY,IC,Invest Cont, 5200         JUMILLA                      AV,,"(34.1647, -118.5635)",Abusement
03/04/2014,141006536,02/28/2014,1900,10,West Valley,1018,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont, 7800         HASKELL                      AV,,"(34.2121, -118.4749)",Burglary
03/08/2014,141006715,02/28/2014,2000,10,West Valley,1033,330,BURGLARY FROM VEHICLE,IC,Invest Cont,18700         SYLVAN                       ST,,"(34.1848, -118.5404)",Robbery
03/12/2014,141006888,02/28/2014,2300,10,West Valley,1077,997,TRAFFIC DR #,IC,Invest Cont,              VENTURA,   LOUISE,"(34.1611, -118.5098)",Robbery
03/12/2014,141006918,02/28/2014,1,10,West Valley,1047,354,THEFT OF IDENTITY,IC,Invest Cont,17500         MIRANDA                      ST,,"(34.1746, -118.5141)",Vehicle Stolen
03/12/2014,141006919,02/28/2014,1,10,West Valley,1047,354,THEFT OF IDENTITY,IC,Invest Cont,17500         MIRANDA                      ST,,"(34.1746, -118.5141)",Vandalism
03/18/2014,141007180,02/28/2014,1505,10,West Valley,1018,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,16100         COVELLO                      ST,,"(34.2075, -118.4837)",Abusement
04/09/2014,141008209,02/28/2014,600,10,West Valley,1025,310,BURGLARY,IC,Invest Cont, 7000         JAMIESON                     AV,,"(34.1975, -118.5216)",Traffic Dr
04/12/2014,141008354,02/28/2014,800,10,West Valley,1017,354,THEFT OF IDENTITY,IC,Invest Cont,17600         COHASSET                     ST,,"(34.2069, -118.5159)",Abusement
05/06/2014,141009323,02/28/2014,1300,10,West Valley,1063,310,BURGLARY,IC,Invest Cont,18400         BURBANK                      BL,,"(34.1718, -118.5338)",Battery
02/28/2014,141100598,02/28/2014,940,11,Northeast,1115,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont, 2200         COLORADO                     BL,,"(34.1391, -118.2141)",Robbery
02/28/2014,141106649,02/28/2014,500,11,Northeast,1136,997,TRAFFIC DR #,IC,Invest Cont,              EAGLE ROCK                   BL,   YORK                         BL,"(34.1206, -118.228)",Vandalism
02/28/2014,141106662,02/28/2014,910,11,Northeast,1177,997,TRAFFIC DR #,IC,Invest Cont,              HURON                        ST,   CYPRESS                      AV,"(34.0824, -118.2262)",Criminal Threats
02/28/2014,141106677,02/28/2014,200,11,Northeast,1102,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 4100         GARDEN                       AV,,"(34.126, -118.2688)",Abusement
02/28/2014,141106679,02/28/2014,900,11,Northeast,1183,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 1600         GRAFTON                      ST,,"(34.0806, -118.2549)",Criminal Threats
02/28/2014,141106682,02/28/2014,840,11,Northeast,1124,997,TRAFFIC DR #,IC,Invest Cont,              AVENUE 26,   SAN FERNANDO                 RD,"(34.0869, -118.2258)",Robbery
02/28/2014,141106684,02/28/2014,730,11,Northeast,1184,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other, 1300         PORTIA                       ST,,"(34.0755, -118.2544)",Vandalism
02/28/2014,141106685,02/28/2014,735,11,Northeast,1143,440,THEFT PLAIN - PETTY ($950 & UNDER),AO,Adult Other, 2200         RONDA VISTA                  DR,,"(34.1011, -118.2752)",Vandalism
02/28/2014,141106686,02/28/2014,1445,11,Northeast,1177,624,BATTERY - SIMPLE ASSAULT,AA,Adult Arrest,  500      W  AVENUE 26,,"(34.0839, -118.2224)",Vehicle Stolen
02/28/2014,141106687,02/28/2014,1255,11,Northeast,1102,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 2900         LOS FELIZ                    BL,,"(34.1265, -118.2628)",Vandalism
02/28/2014,141106689,02/28/2014,1635,11,Northeast,1142,997,TRAFFIC DR #,AA,Adult Arrest,              COMMONWEALTH                 AV,   AMBROSE                      AV,"(34.1179, -118.2861)",Battery
02/28/2014,141106691,02/28/2014,1640,11,Northeast,1142,997,TRAFFIC DR #,AA,Adult Arrest,              PROSPECT                     AV,   HILLHURST                    AV,"(34.1018, -118.2907)",Criminal Threats
02/28/2014,141106692,02/28/2014,1530,11,Northeast,1124,997,TRAFFIC DR #,IC,Invest Cont,              FLETCHER                     DR,   SAN FERNANDO                 RD,"(34.1135, -118.2477)",Burglary
03/01/2014,141106697,02/28/2014,730,11,Northeast,1101,510,VEHICLE - STOLEN,IC,Invest Cont,  400         RIVERSIDE                    DR,,"(34.1586, -118.2971)",Burglary
02/28/2014,141106699,02/28/2014,1750,11,Northeast,1177,220,ATTEMPTED ROBBERY,IC,Invest Cont, 2000      N  FIGUEROA                     ST,,"(34.0814, -118.2257)",Abusement
02/28/2014,141106702,02/28/2014,2200,11,Northeast,1134,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 2800      W  AVENUE 32,,"(34.1122, -118.2403)",Robbery
02/28/2014,141106703,02/28/2014,1900,11,Northeast,1172,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other, 2200         EWING                        ST,,"(34.0912, -118.2595)",Traffic Dr
02/28/2014,141106705,02/28/2014,2040,11,Northeast,1145,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 2500         GLENDALE                     BL,,"(34.1027, -118.2592)",Vehicle Stolen
03/01/2014,141106708,02/28/2014,2100,11,Northeast,1109,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 5100         ARGUS                        DR,,"(34.1394, -118.206)",Criminal Threats
03/01/2014,141106714,02/28/2014,1045,11,Northeast,1151,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 1500      N  VERMONT                      AV,,"(34.0982, -118.2918)",Battery
03/01/2014,141106718,02/28/2014,1800,11,Northeast,1126,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 1000      N  AVENUE 54,,"(34.1175, -118.1991)",Vandalism
03/01/2014,141106722,02/28/2014,930,11,Northeast,1157,997,TRAFFIC DR #,IC,Invest Cont,              SAN FERNANDO,   GRANADA,"(34.0944, -118.2305)",Robbery
03/01/2014,141106723,02/28/2014,2355,11,Northeast,1144,997,TRAFFIC DR #,IC,Invest Cont,              GLENDALE,   ROWENA,"(34.1072, -118.2634)",Vandalism
03/02/2014,141106735,02/28/2014,1830,11,Northeast,1107,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 5600         FALLSTON                     ST,,"(34.1238, -118.1964)",Vandalism
03/02/2014,141106739,02/28/2014,1500,11,Northeast,1147,510,VEHICLE - STOLEN,IC,Invest Cont, 2000      W  AVENUE 30,,"(34.1022, -118.2352)",Robbery
03/03/2014,141106804,02/28/2014,1500,11,Northeast,1143,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 3700         EVANS                        ST,,"(34.1056, -118.2728)",Burglary
03/04/2014,141106831,02/28/2014,1845,11,Northeast,1162,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 4400      W  SUNSET                       BL,,"(34.0967, -118.2852)",Abusement
03/04/2014,141106834,02/28/2014,1800,11,Northeast,1127,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 6000         YORK                         BL,,"(34.1181, -118.1894)",Vandalism
03/04/2014,141106855,02/28/2014,1530,11,Northeast,1102,310,BURGLARY,AO,Adult Other, 3100         LOS FELIZ                    BL,,"(34.1245, -118.2666)",Traffic Dr
03/03/2014,141106876,02/28/2014,1800,11,Northeast,1162,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 4400      W  SUNSET                       BL,,"(34.0967, -118.2852)",Burglary
06/14/2014,141111822,02/28/2014,2000,11,Northeast,1172,510,VEHICLE - STOLEN,IC,Invest Cont, 2300         DUANE                        ST,,"(34.0911, -118.2619)",Vehicle Stolen
02/28/2014,141207535,02/28/2014,1,12,77th Street,1251,997,TRAFFIC DR #,IC,Invest Cont,              CRENSHAW                     BL,   74TH                         ST,"(33.9723, -118.3309)",Vehicle Stolen
02/28/2014,141207563,02/28/2014,130,12,77th Street,1235,624,BATTERY - SIMPLE ASSAULT,JO,Juv Other, 1400      W  59TH                         PL,,"(33.9867, -118.3002)",Traffic Dr
02/28/2014,141207565,02/28/2014,115,12,77th Street,1209,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,              48TH                         ST,   FIGUEROA                     ST,"(33.9992, -118.282)",Abusement
02/28/2014,141207568,02/28/2014,725,12,77th Street,1235,900,VIOLATION OF COURT ORDER,IC,Invest Cont,              GAGE,   FIGUEROA,"(33.9824, -118.2827)",Criminal Threats
02/28/2014,141207569,02/28/2014,905,12,77th Street,1268,997,TRAFFIC DR #,IC,Invest Cont,              BROADWAY,   82ND                         ST,"(33.9651, -118.2783)",Abusement
02/28/2014,141207572,02/28/2014,510,12,77th Street,1253,997,TRAFFIC DR #,AO,Adult Other,              FLORENCE                     AV,   CIMARRON                     ST,"(33.9746, -118.3173)",Robbery
02/28/2014,141207577,02/28/2014,200,12,77th Street,1203,997,TRAFFIC DR #,IC,Invest Cont,              47TH                         ST,   WESTERN                      AV,"(34.001, -118.3101)",Robbery
02/28/2014,141207578,02/28/2014,1152,12,77th Street,1259,320,"BURGLARY, ATTEMPTED",AA,Adult Arrest,  400      E  74TH                         ST,,"(33.973, -118.2673)",Criminal Threats
02/28/2014,141207588,02/28/2014,830,12,77th Street,1243,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 1600      W  70TH                         ST,,"(33.9762, -118.3046)",Robbery
02/28/2014,141207594,02/28/2014,2150,12,77th Street,1265,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other, 1500      W  81ST                         ST,,"(33.9655, -118.3025)",Robbery
03/01/2014,141207595,02/28/2014,2055,12,77th Street,1265,997,TRAFFIC DR #,AO,Adult Other,              NORMANDIE                    AV,   MANCHESTER                   AV,"(33.9598, -118.3003)",Traffic Dr
03/01/2014,141207596,02/28/2014,1830,12,77th Street,1258,997,TRAFFIC DR #,IC,Invest Cont,              FLORENCE                     AV,   BROADWAY,"(33.9747, -118.2761)",Vehicle Stolen
03/01/2014,141207599,02/28/2014,2035,12,77th Street,1215,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 1100      W  55TH                         ST,,"(33.9923, -118.2937)",Criminal Threats
03/01/2014,141207600,02/28/2014,2252,12,77th Street,1256,330,BURGLARY FROM VEHICLE,AA,Adult Arrest,  500      W  FLORENCE                     AV,,"(33.9747, -118.2827)",Criminal Threats
03/01/2014,141207601,02/28/2014,1410,12,77th Street,1208,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,  700      W  51ST                         ST,,"(33.9965, -118.2856)",Criminal Threats
03/01/2014,141207602,02/28/2014,1715,12,77th Street,1267,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  300      W  84TH                         PL,,"(33.9624, -118.2783)",Criminal Threats
03/01/2014,141207604,02/28/2014,900,12,77th Street,1209,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  400      W  50TH                         ST,,"(33.9974, -118.2813)",Vehicle Stolen
03/01/2014,141207609,02/28/2014,2055,12,77th Street,1268,997,TRAFFIC DR #,IC,Invest Cont,              SAN PEDRO                    ST,   83RD                         ST,"(33.9606, -118.2695)",Vandalism
03/01/2014,141207610,02/28/2014,1830,12,77th Street,1205,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              52ND                         ST,   VERMONT,"(33.9951, -118.3035)",Robbery
03/01/2014,141207611,02/28/2014,2055,12,77th Street,1268,997,TRAFFIC DR #,IC,Invest Cont,              SAN PEDRO                    AV,   83RD                         ST,"(33.9606, -118.2695)",Traffic Dr
03/01/2014,141207612,02/28/2014,1420,12,77th Street,1259,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  600      E  75TH                         ST,,"(33.9721, -118.2652)",Robbery
03/01/2014,141207615,02/28/2014,1920,12,77th Street,1239,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 5800      S  VERMONT                      AV,,"(33.9835, -118.2915)",Criminal Threats
02/28/2014,141207621,02/28/2014,1010,12,77th Street,1203,997,TRAFFIC DR #,IC,Invest Cont,              WESTERN                      AV,   45TH                         ST,"(33.9956, -118.3089)",Abusement
03/01/2014,141207642,02/28/2014,1500,12,77th Street,1231,997,TRAFFIC DR #,IC,Invest Cont,              SLAUSON,   ANGELES VISTA,"(33.9889, -118.3529)",Criminal Threats
02/28/2014,141207645,02/28/2014,1510,12,77th Street,1241,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AA,Adult Arrest, 6300         8TH                          AV,,"(33.983, -118.3265)",Robbery
02/28/2014,141207646,02/28/2014,1510,12,77th Street,1241,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AA,Adult Arrest, 6300         8TH                          AV,,"(33.983, -118.3265)",Burglary
02/28/2014,141207647,02/28/2014,1510,12,77th Street,1241,910,KIDNAPPING,AA,Adult Arrest, 6300         8TH                          AV,,"(33.983, -118.3265)",Criminal Threats
02/28/2014,141207648,02/28/2014,1510,12,77th Street,1241,910,KIDNAPPING,AA,Adult Arrest, 6300         8TH                          AV,,"(33.983, -118.3265)",Battery
03/01/2014,141207656,02/28/2014,2100,12,77th Street,1273,330,BURGLARY FROM VEHICLE,IC,Invest Cont,              WILTON                       PL,   MANCHESTER                   PL,"(33.9572, -118.315)",Vehicle Stolen
03/01/2014,141207657,02/28/2014,700,12,77th Street,1273,310,BURGLARY,IC,Invest Cont, 8900      S  WILTON                       PL,,"(33.9564, -118.3145)",Burglary
